snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1549924166,15800,283,60.88000,-149.17064,8444,390,0000
1549924183,15425,283,60.88170,-149.18625,8444,390,0000
1549924238,14675,295,60.91934,-149.40157,8444,362,0000
1549924247,14650,294,60.92493,-149.42862,8444,349,0000
1549924254,14478,294,60.92819,-149.43967,8444,349,0000
1549924262,14150,294,60.93240,-149.46310,8444,349,0000
1549924294,11676,293,60.95418,-149.56757,8444,321,0000
1549924306,11143,296,60.96046,-149.59196,8444,336,0000
1549924320,10349,293,60.96979,-149.63898,8444,329,0000
1549924331,10050,293,60.97704,-149.67209,8444,329,0000
1549924342,9958,285,60.98112,-149.70364,8444,305,0000
1549924354,9800,297,60.98941,-149.73674,8444,313,0000
1549924366,9650,297,60.99734,-149.76718,8444,313,0000
1549924374,9600,305,61.00554,-149.78950,8444,315,0000
1549924386,9426,305,61.01615,-149.81676,8444,315,0000
1549924395,9292,317,61.02417,-149.82993,8444,309,0000
1549924403,9150,320,61.03242,-149.84345,8444,301,0000
1549924410,8998,323,61.04109,-149.85692,8444,292,0000
1549924419,8816,324,61.04908,-149.86871,8444,283,0000
1549924431,8550,325,61.06094,-149.88507,8444,277,0000
1549924442,8225,327,61.07246,-149.90062,8444,266,0000
1549924455,7869,327,61.08086,-149.91217,8444,263,0000
1549924470,7125,328,61.10008,-149.93973,8444,256,0000
1549924487,6574,318,61.11091,-149.96025,8444,247,0000
1549924494,6214,311,61.11783,-149.98210,8444,244,0000
1549924504,6106,296,61.11928,-149.99089,8444,242,0000
1549924528,5700,293,61.12463,-150.03578,8444,241,0000
1549924544,5500,293,61.12643,-150.06226,8444,241,0000
1549924570,4911,257,61.11645,-150.15169,8444,268,0000
1549924583,4750,260,61.11359,-150.18016,8444,260,0000
1549924590,4525,260,61.11077,-150.20746,8444,260,0000
1549924602,4400,252,61.10840,-150.22520,8444,264,0000
1549924608,4225,252,61.10745,-150.24199,8444,264,0000
1549924615,4049,258,61.10562,-150.26268,8444,250,0000
1549924622,3974,258,61.10424,-150.27684,8444,242,0000
1549924632,3850,262,61.10315,-150.29535,8444,233,0000
1549924640,3732,263,61.10207,-150.31395,8444,231,0000
1549924646,3618,266,61.10178,-150.32941,8444,226,0000
1549924671,3250,274,61.10572,-150.36815,8444,219,0000
1549924687,3025,295,61.11335,-150.38446,8444,207,0000
1549924715,2900,295,61.12089,-150.39789,8444,207,0000
1549924723,2750,295,61.13878,-150.40730,8444,207,0000
1549924751,2450,105,61.16322,-150.34462,8444,260,0000
1549924815,2350,105,61.17043,-150.32973,8444,260,0000
