snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1549870371,0,271,61.18333,-154.70000,5798,250,0000
1549870431,0,258,61.16667,-154.85001,5798,250,0000
1549870489,0,271,61.16667,-154.98334,5798,250,0000
1549870547,0,271,61.16667,-155.13333,5798,240,0000
1549870606,0,271,61.16667,-155.26666,5798,250,0000
1549870663,0,258,61.15000,-155.41667,5798,240,0000
1549870724,0,271,61.15000,-155.55000,5798,220,0000
1549870783,0,271,61.15000,-155.66667,5798,200,0000
1549870840,0,254,61.13334,-155.78334,5798,210,0000
1549870897,0,271,61.13334,-155.91667,5798,240,0000
1549870957,0,271,61.13334,-156.05000,5798,230,0000
1549871015,0,256,61.11666,-156.18333,5798,230,0000
1549871095,0,271,61.11666,-156.31667,5798,220,0000
1549871151,0,271,61.11666,-156.45000,5798,220,0000
1549871211,0,254,61.10000,-156.56667,5798,220,0000
1549871268,0,271,61.10000,-156.68333,5798,210,0000
1549871326,13300,271,61.10000,-156.81667,5798,210,0000
1549871503,16900,271,61.08333,-157.16667,5798,210,0000
1549871560,16900,254,61.07026,-157.28571,5798,200,0000
1549871619,16900,271,61.06474,-157.40181,5798,200,0000
1549871678,16900,271,61.06226,-157.51714,5798,200,0000
1549871737,16900,254,61.05323,-157.63498,5798,210,0000
1549871815,16900,271,61.04748,-157.76544,5798,210,0000
1549871872,17000,271,61.04578,-157.86859,5798,200,0000
1549871932,17000,256,61.03721,-157.99245,5798,210,0000
1549871992,17000,271,61.03228,-158.11105,5798,210,0000
1549872049,17000,254,61.02238,-158.22438,5798,210,0000
1549872107,17000,271,61.01613,-158.34244,5798,200,0000
1549872165,17000,254,61.00527,-158.45984,5798,200,0000
1549872224,17000,271,60.99826,-158.58418,5798,200,0000
1549872282,17000,271,60.99491,-158.70373,5798,210,0000
1549872340,17000,254,60.98600,-158.82136,5798,210,0000
1549872400,17000,271,60.98102,-158.93587,5798,210,0000
1549872458,17000,254,60.97115,-159.04796,5798,200,0000
1549872517,17000,271,60.96502,-159.16553,5798,200,0000
1549872595,17100,271,60.96120,-159.31184,5798,210,0000
1549872652,17000,254,60.95311,-159.41913,5798,210,0000
1549872712,17000,271,60.94837,-159.53146,5798,210,0000
1549872771,17000,256,60.93861,-159.65042,5798,210,0000
1549872829,17000,271,60.93245,-159.77257,5798,210,0000
1549872886,17000,254,60.92153,-159.89482,5798,210,0000
1549872946,17000,256,60.90683,-160.02734,5798,220,0000
1549873004,17000,271,60.89829,-160.15008,5798,220,0000
1549873062,17000,256,60.88600,-160.27994,5798,220,0000
1549873120,17000,271,60.87912,-160.40407,5798,220,0000
1549873179,16500,256,60.86832,-160.53088,5798,220,0000
1549873239,14900,271,60.86241,-160.65997,5798,230,0000
1549873316,13200,256,60.85068,-160.81078,5798,240,0000
1549873374,11600,271,60.84570,-160.93501,5798,250,0000
