snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1549922599,14000,81,60.78194,-160.93970,5798,420,0000
1549922659,17700,82,60.79865,-160.68808,5798,420,0000
1549922719,20500,89,60.80468,-160.43427,5798,450,0000
1549922778,23200,82,60.81648,-160.17439,5798,470,0000
1549922836,25400,82,60.83048,-159.91103,5798,490,0000
1549922913,27700,82,60.84794,-159.60118,5798,500,0000
1549922970,29900,83,60.86343,-159.33446,5798,520,0000
1549923031,32800,89,60.87260,-159.04425,5798,510,0000
1549923086,35100,83,60.88325,-158.77690,5798,500,0000
1549923147,36700,89,60.88987,-158.47702,5798,490,0000
1549923208,37000,82,60.90043,-158.17329,5798,490,0000
1549923263,37000,89,60.90550,-157.90067,5798,490,0000
1549923326,37000,82,60.91576,-157.60594,5798,490,0000
1549923378,37000,89,60.92071,-157.34001,5798,490,0000
1549923439,37000,82,60.93081,-157.05527,5798,490,0000
1549923496,37000,89,60.93646,-156.77545,5798,490,0000
1549923556,37000,82,60.94700,-156.48524,5798,490,0000
1549923643,37000,89,60.95448,-156.13763,5798,490,0000
1549923693,37000,89,60.95560,-155.91673,5798,490,0000
1549923753,37000,89,60.95626,-155.63434,5798,490,0000
1549923835,37000,89,60.95580,-155.30951,5798,500,0000
1549923883,37000,82,60.96186,-155.08405,5798,490,0000
1549923927,36400,89,60.96551,-154.84039,5798,490,0000
1549923988,35800,89,60.96822,-154.53165,5798,490,0000
1549924044,35300,89,60.96929,-154.24190,5798,500,0000
1549924104,34500,89,60.96957,-153.92598,5798,500,0000
1549924159,34525,265,60.97445,-153.89513,8444,500,0000
1549924219,31600,89,60.97120,-153.42755,5798,500,0000
1549924279,28500,89,60.96969,-153.09760,5798,500,0000
1549924346,25300,89,60.96840,-152.76498,5798,490,0000
1549924396,22700,89,60.96756,-152.51476,5798,470,0000
1549924424,33550,271,60.97438,-153.66345,8444,470,0000
1549924533,17900,89,60.95914,-152.25565,5798,440,0000
1549924563,19275,65,60.96555,-152.14038,8444,440,0000
1549924622,16025,116,60.96117,-151.80492,8444,440,0000
1549924698,10700,92,60.94992,-151.29211,8444,374,0000
1549924706,10650,92,60.94964,-151.27762,8444,380,0000
1549924735,10410,88,60.95092,-151.17458,8444,382,0000
1549924748,10325,82,60.95525,-151.13901,8444,373,0000
1549924763,10200,67,60.96427,-151.08502,8444,359,0000
1549924774,10110,70,60.97154,-151.05315,8444,355,0000
1549924791,9750,70,60.98481,-150.99414,8444,355,0000
1549924798,9563,58,60.99168,-150.97441,8444,341,0000
1549924808,9461,58,60.99520,-150.96190,8444,341,0000
1549924815,9227,58,61.00357,-150.92996,8444,341,0000
1549924828,9125,56,61.00680,-150.91931,8444,328,0000
1549924843,8565,56,61.02286,-150.85831,8444,316,0000
1549924856,8308,62,61.03123,-150.82445,8444,311,0000
1549924867,8150,62,61.03592,-150.80543,8444,310,0000
1549924879,7804,63,61.04577,-150.76285,8444,306,0000
1549924895,7543,63,61.05318,-150.73035,8444,303,0000
1549924906,7220,64,61.06243,-150.68790,8444,305,0000
1549924918,6947,65,61.06907,-150.65602,8444,303,0000
1549924930,6600,65,61.07594,-150.62398,8444,300,0000
1549924947,6175,65,61.08527,-150.58081,8444,300,0000
1549924967,6100,65,61.08702,-150.57306,8444,300,0000
1549924979,5185,64,61.10338,-150.50032,8444,292,0000
1549924992,4625,64,61.10953,-150.47275,8444,292,0000
1549925003,4249,65,61.11365,-150.45277,8444,279,0000
1549925010,3983,65,61.11744,-150.43437,8444,279,0000
1549925024,3575,66,61.12239,-150.40788,8444,275,0000
1549925031,3025,66,61.12781,-150.37692,8444,275,0000
