snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1549865822,17725,116,61.85072,-151.15131,8444,0,0000
1549865863,11425,118,61.72870,-150.67711,8444,348,0000
1549865883,10775,118,61.71872,-150.63829,8444,348,0000
1549865898,10175,118,61.70348,-150.57898,8444,348,0000
1549865918,10000,118,61.68965,-150.52588,8444,348,0000
1549865994,9875,118,61.67767,-150.48022,8444,348,0000
1549866043,7375,189,61.55262,-150.37949,8444,334,0000
1549866067,6975,189,61.53255,-150.36966,8444,334,0000
1549866110,6500,189,61.50269,-150.35851,8444,334,0000
1549866144,5525,189,61.44873,-150.34729,8444,334,0000
1549866162,4750,189,61.40597,-150.35339,8444,334,0000
1549866179,4375,189,61.37420,-150.37184,8444,334,0000
1549866278,3850,189,61.35427,-150.37942,8444,334,0000
1549866339,2275,191,61.23138,-150.37703,8444,288,0000
