snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1549928957,0,194,61.17754,-149.96712,41406,0,0000
1549929110,0,155,61.17750,-149.96710,3076,0,1200
1549929189,0,313,61.17751,-149.96715,3076,0,1200
1549929357,0,295,61.17751,-149.96715,3076,0,0155
1549929391,0,278,61.17758,-149.96747,3076,12,0155
1549929399,0,272,61.17759,-149.96785,3076,16,0155
1549929407,0,272,61.17760,-149.96826,3076,16,0155
1549929418,0,272,61.17760,-149.96880,3076,13,0155
1549929424,0,275,61.17761,-149.96910,3076,15,0155
1549929430,0,275,61.17762,-149.96936,3076,12,0155
1549929437,0,281,61.17764,-149.96959,3076,11,0155
1549929464,0,317,61.17798,-149.97064,3076,19,0155
1549929475,0,306,61.17822,-149.97124,3076,16,0155
1549929489,0,300,61.17833,-149.97162,3076,12,0155
1549929499,0,292,61.17844,-149.97205,3076,18,0155
1549929505,0,286,61.17852,-149.97260,3076,21,0155
1549929513,0,272,61.17858,-149.97319,3076,24,0155
1549929522,0,255,61.17852,-149.97403,3076,26,0155
1549929531,0,253,61.17840,-149.97488,3076,24,0155
1549929538,0,261,61.17831,-149.97556,3076,20,0155
1549929545,0,275,61.17829,-149.97603,3076,20,0155
1549929554,0,284,61.17835,-149.97665,3076,20,0155
1549929560,0,295,61.17843,-149.97708,3076,19,0155
1549929566,0,306,61.17851,-149.97743,3076,18,0155
1549929572,0,312,61.17864,-149.97775,3076,17,0155
1549929580,0,317,61.17876,-149.97800,3076,19,0155
1549929587,0,334,61.17903,-149.97839,3076,24,0155
1549929594,0,340,61.17934,-149.97864,3076,27,0155
