snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1549926986,10700,56,59.70000,-154.13333,5798,220,0000
1549927044,12000,27,59.75000,-154.03334,5798,220,0000
1549927105,13200,56,59.78643,-153.93231,5798,220,0000
1549927162,14400,51,59.81912,-153.84701,5798,220,0000
1549927220,15700,35,59.86337,-153.75005,5798,230,0000
1549927283,16800,56,59.90220,-153.65068,5798,230,0000
1549927339,17700,28,59.94388,-153.55716,5798,240,0000
1549927400,18700,49,59.99234,-153.44673,5798,240,0000
1549927477,19000,60,60.04059,-153.31612,5798,270,0000
1549927539,19000,44,60.09175,-153.19672,5798,290,0000
1549927593,19000,49,60.13927,-153.08667,5798,290,0000
1549927651,19100,49,60.19166,-152.96536,5798,300,0000
1549927716,19100,56,60.24718,-152.82098,5798,300,0000
1549927767,19100,49,60.29308,-152.70494,5798,300,0000
1549927832,19100,52,60.34803,-152.56255,5798,300,0000
1549927886,19100,52,60.39740,-152.43158,5798,290,0000
1549927947,18700,52,60.44877,-152.29404,5798,300,0000
1549928001,17700,44,60.50638,-152.15935,5798,310,0000
1549928063,17000,55,60.56435,-152.01015,5798,330,0000
1549928120,16000,47,60.62369,-151.86664,5798,320,0000
1549928178,15100,52,60.67999,-151.72568,5798,320,0000
1549928258,14100,55,60.74539,-151.54910,5798,320,0000
1549928314,13100,55,60.78925,-151.42011,5798,320,0000
