snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1549885365,30000,224,53.08954,-142.04199,5798,487,0000
1549885932,30000,238,53.33993,-144.17310,5798,478,0000
1549886515,30000,223,53.55741,-146.27464,5798,467,0000
1549887079,30000,229,53.72539,-148.33441,5798,470,0000
1549887567,30000,214,53.83333,-150.03334,5798,469,0000
1549887674,30000,275,53.85000,-150.38333,5798,476,0000
1549888232,30000,216,53.94981,-152.44643,5798,474,0000
1549888816,30000,219,54.02085,-154.56842,5798,466,0000
1549889381,30000,216,54.04207,-156.63220,5798,464,0000
1549890169,30000,208,54.00758,-159.50001,5798,460,0000
1549890226,30000,271,54.00290,-159.72411,5798,460,0000
1549890316,30000,271,53.99999,-160.01129,5798,460,0000
1549890352,30000,279,54.00554,-160.14377,5798,450,0000
1549890423,30000,285,54.02501,-160.38853,5798,450,0000
1549890482,30000,285,54.05462,-160.58858,5798,450,0000
1549890539,30000,279,54.08240,-160.78600,5798,450,0000
1549890594,30000,285,54.11473,-160.98816,5798,450,0000
